neighbourhood,latitude,longitude,host_since,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,log_price
West of Twin Peaks,37.72427,-122.45702,2015-04-20,3,1,Private room in home,Private room,1,1,99.0,4.605170185988092
Downtown/Civic Center,37.7892,-122.40955,2015-12-18,4,1,Room in boutique hotel,Private room,2,1,189.0,5.247024072160486
Downtown/Civic Center,37.78773,-122.40768,2015-12-18,4,1,Room in boutique hotel,Private room,2,1,225.0,5.420534999272286
Glen Park,37.73854,-122.42541,2016-01-04,1,1,Entire guest suite,Entire home/apt,2,1,108.0,4.6913478822291435
Noe Valley,37.75297,-122.43685,2013-08-30,1,1,Entire loft,Entire home/apt,2,1,206.0,5.332718793265369
Russian Hill,37.8045,-122.42398,2015-03-02,1,1,Entire condo,Entire home/apt,8,4,1400.0,7.244941546337007
Parkside,37.74033,-122.47144,2010-11-30,1,1,Entire rental unit,Entire home/apt,2,1,160.0,5.081404364984463
Bernal Heights,37.74076,-122.41864,2012-06-30,1,1,Entire home,Entire home/apt,4,6,500.0,6.2166061010848646
Downtown/Civic Center,37.78802,-122.41041,2015-10-26,27,1,Room in hotel,Private room,4,2,357.0,5.8805329864007
Western Addition,37.77257,-122.42509,2014-04-07,1,1,Private room in condo,Private room,2,1,125.0,4.836281906951478
Downtown/Civic Center,37.7779,-122.42197,2017-12-30,1,1,Room in hotel,Private room,2,1,125.0,4.836281906951478
Bernal Heights,37.74797,-122.41111,2012-05-08,1,1,Entire guest suite,Entire home/apt,2,1,172.0,5.153291594497779
Russian Hill,37.80562,-122.41879,2014-03-01,6,0,Entire rental unit,Entire home/apt,4,2,135.0,4.912654885736052
Excelsior,37.72369,-122.42865,2012-05-08,2,1,Private room in home,Private room,6,4,86.0,4.465908118654584
Noe Valley,37.74994,-122.44068,2016-01-08,1,1,Entire home,Entire home/apt,2,1,117.0,4.770684624465665
Outer Sunset,37.76134,-122.48304,2011-01-22,1,1,Entire rental unit,Entire home/apt,4,1,184.0,5.220355825078324
Mission,37.75884,-122.42232,2012-02-01,1,1,Entire rental unit,Entire home/apt,2,1,125.0,4.836281906951478
Bernal Heights,37.73633,-122.42129,2012-12-07,2,1,Entire guest suite,Entire home/apt,2,1,116.0,4.762173934797756
Bernal Heights,37.74734,-122.40664,2012-04-03,4,1,Private room in home,Private room,1,1,89.0,4.499809670330265
Mission,37.76934,-122.42228,2011-10-07,1,1,Entire rental unit,Entire home/apt,2,2,193.0,5.267858159063328
Potrero Hill,37.75975,-122.39576,2011-08-28,2,1,Private room in home,Private room,2,1,128.0,4.859812404361672
Inner Sunset,37.75052,-122.46653,2014-04-27,2,1,Entire home,Entire home/apt,6,4,331.0,5.805134968916488
Outer Richmond,37.78028,-122.50252,2015-06-04,2,1,Entire home,Entire home/apt,2,1,130.0,4.875197323201151
Marina,37.79735,-122.43879,2013-07-10,2,1,Entire rental unit,Entire home/apt,2,1,389.0,5.966146739123692
Bernal Heights,37.74766,-122.42041,2011-10-09,1,0,Private room in rental unit,Private room,2,1,100.0,4.61512051684126
Western Addition,37.77196,-122.43477,2011-08-14,1,1,Entire condo,Entire home/apt,5,3,425.0,6.054439346269371
Outer Richmond,37.77433,-122.50415,2016-01-11,1,1,Entire rental unit,Entire home/apt,4,2,150.0,5.017279836814924
Mission,37.75594,-122.41105,2012-02-19,5,1,Private room in home,Private room,1,1,102.0,4.634728988229636
Bernal Heights,37.74069,-122.41052,2015-09-24,4,1,Private room in home,Private room,1,1,99.0,4.605170185988092
Potrero Hill,37.75986,-122.40023,2016-01-13,1,0,Entire home,Entire home/apt,4,2,130.0,4.875197323201151
Noe Valley,37.75289,-122.44003,2011-09-01,4,1,Entire home,Entire home/apt,5,3,275.0,5.62040086571715
Western Addition,37.78725051879883,-122.42219543457033,2016-01-17,1,1,Entire condo,Entire home/apt,2,1,145.0,4.983606621708336
Bernal Heights,37.74282,-122.42033,2014-07-02,4,1,Private room in condo,Private room,2,1,91.0,4.5217885770490405
Inner Richmond,37.7789,-122.46139,2012-10-03,2,1,Private room in home,Private room,1,1,100.0,4.61512051684126
Outer Sunset,37.76115,-122.49138,2016-01-18,1,1,Entire home,Entire home/apt,4,2,330.0,5.802118375377063
Russian Hill,37.79989,-122.42055,2016-01-18,1,1,Entire condo,Entire home/apt,6,4,720.0,6.580639137284949
Bernal Heights,37.74049,-122.41637,2014-07-14,1,0,Entire guest suite,Entire home/apt,3,2,110.0,4.709530201312334
Mission,37.75379,-122.41242,2013-07-25,1,1,Entire rental unit,Entire home/apt,3,3,116.0,4.762173934797756
Nob Hill,37.79635,-122.41354,2016-01-04,1,1,Entire rental unit,Entire home/apt,3,2,199.0,5.298317366548036
Outer Mission,37.72811,-122.44251,2012-01-03,1,1,Private room in home,Private room,2,2,125.0,4.836281906951478
Haight Ashbury,37.75892,-122.4507,2016-01-21,1,0,Entire rental unit,Entire home/apt,2,1,95.0,4.564348191467836
Nob Hill,37.79021,-122.41923,2014-11-13,28,1,Private room in rental unit,Private room,2,1,86.0,4.465908118654584
Inner Richmond,37.78341,-122.46613,2016-09-01,1,1,Entire townhouse,Entire home/apt,2,2,350.0,5.860786223465865
Excelsior,37.72248,-122.42448,2015-01-22,1,1,Entire home,Entire home/apt,6,6,425.0,6.054439346269371
Mission,37.76285,-122.42399,2012-03-09,2,1,Entire rental unit,Entire home/apt,8,5,900.0,6.803505257608338
Western Addition,37.77417,-122.42751,2012-02-12,1,1,Entire condo,Entire home/apt,4,2,255.0,5.545177444479562
Nob Hill,37.79617,-122.41428,2012-10-28,1,1,Entire rental unit,Entire home/apt,2,1,150.0,5.017279836814924
Inner Richmond,37.78445,-122.46339,2015-12-11,2,1,Entire rental unit,Entire home/apt,4,4,120.0,4.795790545596741
Inner Richmond,37.78445,-122.46313,2015-12-11,2,1,Entire rental unit,Entire home/apt,2,1,111.0,4.718498871295094
Outer Richmond,37.77964,-122.48,2016-01-24,1,1,Entire home,Entire home/apt,8,4,240.0,5.484796933490655
Presidio Heights,37.78301,-122.45865,2016-01-25,1,1,Entire home,Entire home/apt,11,6,900.0,6.803505257608338
Pacific Heights,37.79039,-122.44014,2015-12-06,1,1,Entire rental unit,Entire home/apt,4,3,583.0,6.369900982828227
Mission,37.75944,-122.42379,2014-03-04,1,1,Entire rental unit,Entire home/apt,4,2,680.0,6.523562306149512
Western Addition,37.77348,-122.42494,2012-05-31,3,1,Private room in townhouse,Private room,2,2,88.0,4.48863636973214
Potrero Hill,37.76254,-122.3918,2015-08-10,1,1,Entire home,Entire home/apt,6,3,450.0,6.111467339502679
Bernal Heights,37.74031,-122.41762,2013-04-30,1,1,Entire rental unit,Entire home/apt,4,4,153.0,5.0369526024136295
Marina,37.79683,-122.43497,2014-04-02,17,1,Entire rental unit,Entire home/apt,4,2,234.0,5.459585514144159
Noe Valley,37.74547,-122.42524,2015-10-15,1,1,Entire rental unit,Entire home/apt,2,1,170.0,5.14166355650266
Castro/Upper Market,37.75663,-122.43497,2016-01-27,1,1,Entire rental unit,Entire home/apt,3,2,131.0,4.882801922586371
Marina,37.79938,-122.43899,2016-01-28,1,1,Entire condo,Entire home/apt,2,1,150.0,5.017279836814924
Inner Richmond,37.78262,-122.46797,2014-05-08,2,1,Entire guest suite,Entire home/apt,5,2,229.0,5.438079308923196
Twin Peaks,37.75237,-122.44802,2016-01-29,1,1,Entire home,Entire home/apt,4,2,349.0,5.857933154483459
Bayview,37.71878,-122.39119,2012-11-11,1,1,Entire home,Entire home/apt,2,1,85.0,4.454347296253507
Chinatown,37.79056,-122.4071,2016-01-23,24,1,Room in boutique hotel,Private room,2,1,230.0,5.442417710521793
Chinatown,37.79056,-122.4071,2016-01-23,24,1,Room in boutique hotel,Private room,2,1,250.0,5.5254529391317835
West of Twin Peaks,37.72905,-122.46553,2015-09-10,1,1,Entire guest suite,Entire home/apt,3,2,225.0,5.420534999272286
Parkside,37.74063,-122.49381,2016-01-31,2,1,Private room in home,Private room,2,1,85.0,4.454347296253507
Lakeshore,37.71261,-122.4833,2016-02-01,1,1,Private room in townhouse,Private room,2,1,100.0,4.61512051684126
Castro/Upper Market,37.75669,-122.43422,2015-12-03,1,1,Private room in home,Private room,4,2,217.0,5.384495062789089
North Beach,37.80319,-122.40742,2014-12-01,1,1,Entire rental unit,Entire home/apt,4,2,100.0,4.61512051684126
Russian Hill,37.79997,-122.42223,2014-10-17,1,1,Entire rental unit,Entire home/apt,6,2,300.0,5.707110264748875
Russian Hill,37.80552,-122.42304,2011-12-14,2,1,Private room in condo,Private room,1,1,46.0,3.8501476017100584
Mission,37.75444,-122.42473,2011-05-01,1,0,Entire rental unit,Entire home/apt,2,1,120.0,4.795790545596741
Crocker Amazon,37.70854,-122.45021,2014-12-18,1,1,Entire guesthouse,Entire home/apt,3,1,122.0,4.812184355372417
Financial District,37.78931,-122.40588,2016-09-05,15,1,Room in boutique hotel,Private room,4,2,154.0,5.043425116919247
South of Market,37.77889,-122.39594,2013-09-29,1,1,Entire condo,Entire home/apt,2,1,250.0,5.5254529391317835
Ocean View,37.71882,-122.46538,2015-08-31,1,1,Entire rental unit,Entire home/apt,4,2,135.0,4.912654885736052
Chinatown,37.79056,-122.4071,2016-01-23,24,1,Room in boutique hotel,Private room,2,1,230.0,5.442417710521793
Mission,37.75352,-122.42305,2016-01-31,1,0,Entire rental unit,Entire home/apt,2,1,165.0,5.111987788356544
Potrero Hill,37.75534,-122.4013,2014-11-10,1,1,Private room in home,Private room,2,1,129.0,4.867534450455582
Mission,37.75415,-122.42263,2013-04-17,1,1,Entire condo,Entire home/apt,7,4,437.0,6.082218910376446
Noe Valley,37.74463,-122.43423,2012-09-28,1,1,Entire guest suite,Entire home/apt,2,1,150.0,5.017279836814924
South of Market,37.77593,-122.41064,2013-02-24,2,1,Entire loft,Entire home/apt,4,2,215.0,5.375278407684165
Bernal Heights,37.73339,-122.42694,2012-11-19,5,1,Room in boutique hotel,Private room,1,1,41.0,3.7376696182833684
Ocean View,37.71976,-122.45037,2015-02-05,1,1,Entire home,Entire home/apt,4,4,180.0,5.198497031265826
Mission,37.75192,-122.40878,2009-09-15,22,1,Entire rental unit,Entire home/apt,4,2,97.0,4.584967478670572
North Beach,37.8025,-122.40647,2012-11-14,1,1,Entire guesthouse,Entire home/apt,2,1,350.0,5.860786223465865
Haight Ashbury,37.76529,-122.44437,2015-01-25,1,1,Entire guest suite,Entire home/apt,2,1,178.0,5.187385805840755
Mission,37.75311,-122.41073,2014-11-03,1,1,Private room in home,Private room,3,1,143.0,4.969813299576001
Pacific Heights,37.79468,-122.43638,2016-02-12,1,1,Entire condo,Entire home/apt,4,2,650.0,6.478509642208569
Potrero Hill,37.7512,-122.40018,2010-09-17,1,1,Private room in townhouse,Private room,1,1,89.0,4.499809670330265
